agent_code,year_month_date,predicted,is_predicted_nill,performance_category
27565665,2023-11-01,0,No,Low
27565665,2023-12-01,0,No,High
27565665,2024-01-01,0,No,Medium
27565665,2024-02-01,0,No,Medium
27565665,2024-03-01,0,No,Low
27565665,2024-04-01,0,No,Medium
27565665,2024-05-01,0,No,Low
27565665,2024-06-01,0,No,Medium
27565665,2024-07-01,0,No,High
27565665,2024-08-01,0,No,High
27b10a36,2023-01-01,0,No,Low
27b10a36,2023-02-01,0,No,High
27b10a36,2023-03-01,0,No,Medium
27b10a36,2023-04-01,0,No,High
27b10a36,2023-05-01,0,No,High
27b10a36,2023-06-01,0,No,Medium
27b10a36,2023-07-01,0,No,High
27b10a36,2023-08-01,0,No,Low
27b10a36,2023-09-01,0,No,Medium
27b10a36,2023-10-01,0,No,High
27b10a36,2023-11-01,0,No,Medium
27b10a36,2023-12-01,0,No,High
27b10a36,2024-01-01,0,No,High
27b10a36,2024-02-01,0,No,High
27b10a36,2024-03-01,0,No,High
27b10a36,2024-04-01,0,No,High
27b10a36,2024-05-01,0,No,Low
27b10a36,2024-06-01,0,No,Low
27b10a36,2024-07-01,0,No,Low
27b10a36,2024-08-01,0,No,High
27be2ac1,2024-02-01,0,No,Low
27be2ac1,2024-03-01,0,No,Low
27be2ac1,2024-04-01,0,No,High
27be2ac1,2024-05-01,0,No,High
27be2ac1,2024-06-01,0,No,High
27be2ac1,2024-07-01,0,No,Medium
27be2ac1,2024-08-01,0,No,High
27f35403,2023-01-01,0,No,Medium
27f35403,2023-02-01,0,No,High
27f35403,2023-03-01,0,No,Medium
27f35403,2023-04-01,0,No,High
27f35403,2023-05-01,0,No,Low
27f35403,2023-06-01,0,No,High
27f35403,2023-07-01,0,No,Low
27f35403,2023-08-01,0,No,Medium
27f35403,2023-09-01,0,No,Medium
27f35403,2023-10-01,0,No,Medium
27f35403,2023-11-01,0,No,Medium
27f35403,2023-12-01,0,No,High
27f35403,2024-01-01,0,No,Low
27f35403,2024-02-01,0,No,Medium
27f35403,2024-03-01,0,No,High
27f35403,2024-04-01,0,No,High
27f35403,2024-05-01,0,No,Low
27f35403,2024-06-01,0,No,Medium
27f35403,2024-07-01,0,No,Medium
27f35403,2024-08-01,0,No,High
2873d9d1,2023-01-01,0,No,Medium
2873d9d1,2023-02-01,0,No,Medium
2873d9d1,2023-03-01,0,No,Low
2873d9d1,2023-04-01,0,No,Low
2873d9d1,2023-05-01,0,No,High
2873d9d1,2023-06-01,0,No,High
2873d9d1,2023-07-01,0,No,Low
2873d9d1,2023-08-01,0,No,High
2873d9d1,2023-09-01,0,No,High
2873d9d1,2023-10-01,0,No,Medium
2873d9d1,2023-11-01,0,No,Low
2873d9d1,2023-12-01,0,No,High
2873d9d1,2024-01-01,0,No,High
2873d9d1,2024-02-01,0,No,High
2873d9d1,2024-03-01,0,No,High
2873d9d1,2024-04-01,0,No,High
2873d9d1,2024-05-01,0,No,Medium
2873d9d1,2024-06-01,0,No,Low
2873d9d1,2024-07-01,0,No,Low
2873d9d1,2024-08-01,0,No,High
2883d02e,2024-03-01,0,No,High
2883d02e,2024-04-01,0,No,Medium
2883d02e,2024-05-01,0,No,High
2883d02e,2024-06-01,0,No,High
2883d02e,2024-07-01,0,No,Low
2883d02e,2024-08-01,0,No,Medium
293115df,2023-01-01,0,No,High
293115df,2023-02-01,0,No,Low
293115df,2023-03-01,0,No,Medium
293115df,2023-04-01,0,No,High
293115df,2023-05-01,0,No,High
293115df,2023-06-01,0,No,Low
293115df,2023-07-01,0,No,Low
293115df,2023-08-01,0,No,Low
293115df,2023-09-01,0,No,Low
293115df,2023-10-01,0,No,Low
293115df,2023-11-01,0,No,High
293115df,2023-12-01,0,No,High
293115df,2024-01-01,0,No,High
293115df,2024-02-01,0,No,Low
293115df,2024-03-01,0,No,Medium
293115df,2024-04-01,0,No,Low
293115df,2024-05-01,0,No,Medium
293115df,2024-06-01,0,No,Low
293115df,2024-07-01,0,No,Medium
293115df,2024-08-01,0,No,Medium
293124a7,2023-09-01,0,No,Medium
293124a7,2023-10-01,0,No,Medium
293124a7,2023-11-01,0,No,High
293124a7,2023-12-01,0,No,High
293124a7,2024-01-01,0,No,Low
293124a7,2024-02-01,0,No,High
293124a7,2024-03-01,0,No,Low
293124a7,2024-04-01,0,No,Medium
293124a7,2024-05-01,0,No,High
293124a7,2024-06-01,0,No,Medium
293124a7,2024-07-01,0,No,Medium
293124a7,2024-08-01,0,No,Low
29ab6f3f,2023-01-01,0,No,Low
29ab6f3f,2023-02-01,0,No,Low
29ab6f3f,2023-03-01,0,No,Low
29ab6f3f,2023-04-01,0,No,Medium
29ab6f3f,2023-05-01,0,No,High
29ab6f3f,2023-06-01,0,No,Low
29ab6f3f,2023-07-01,0,No,Low
29ab6f3f,2023-08-01,0,No,Medium
29ab6f3f,2023-09-01,0,No,High
29ab6f3f,2023-10-01,0,No,Low
29ab6f3f,2023-11-01,0,No,Low
29ab6f3f,2023-12-01,0,No,High
29ab6f3f,2024-01-01,0,No,Low
29ab6f3f,2024-02-01,0,No,Low
29ab6f3f,2024-03-01,0,No,Low
29ab6f3f,2024-04-01,0,No,High
29ab6f3f,2024-05-01,0,No,High
29ab6f3f,2024-06-01,0,No,Medium
29ab6f3f,2024-07-01,0,No,Medium
29ab6f3f,2024-08-01,0,No,High
2aa84d40,2023-11-01,0,No,Medium
2aa84d40,2023-12-01,0,No,Medium
2aa84d40,2024-01-01,0,No,Medium
2aa84d40,2024-02-01,0,No,Medium
2aa84d40,2024-03-01,0,No,Medium
2aa84d40,2024-04-01,0,No,Medium
2aa84d40,2024-05-01,0,No,Low
2aa84d40,2024-06-01,0,No,Medium
2aa84d40,2024-07-01,0,No,High
2aa84d40,2024-08-01,0,No,High
2b0a8ba8,2023-07-01,0,No,Medium
2b0a8ba8,2023-08-01,0,No,Medium
2b0a8ba8,2023-09-01,0,No,High
2b0a8ba8,2023-10-01,0,No,Medium
2b0a8ba8,2023-11-01,0,No,High
2b0a8ba8,2023-12-01,0,No,Medium
2b0a8ba8,2024-01-01,0,No,Low
2b0a8ba8,2024-02-01,0,No,Medium
2b0a8ba8,2024-03-01,0,No,Low
2b0a8ba8,2024-04-01,0,No,Low
2b0a8ba8,2024-05-01,0,No,Medium
2b0a8ba8,2024-06-01,0,No,Low
2b0a8ba8,2024-07-01,0,No,Medium
2b0a8ba8,2024-08-01,0,No,Low
2b4416f2,2023-06-01,0,No,High
2b4416f2,2023-07-01,0,No,High
2b4416f2,2023-08-01,0,No,High
2b4416f2,2023-09-01,0,No,High
2b4416f2,2023-10-01,0,No,Low
2b4416f2,2023-11-01,0,No,Low
2b4416f2,2023-12-01,0,No,Low
2b4416f2,2024-01-01,0,No,Low
2b4416f2,2024-02-01,0,No,Medium
2b4416f2,2024-03-01,0,No,Medium
2b4416f2,2024-04-01,0,No,Medium
2b4416f2,2024-05-01,0,No,High
2b4416f2,2024-06-01,0,No,High
2b4416f2,2024-07-01,0,No,Low
2b4416f2,2024-08-01,0,No,Low
2b84dfe0,2023-01-01,0,No,High
2b84dfe0,2023-02-01,0,No,Medium
2b84dfe0,2023-03-01,0,No,High
2b84dfe0,2023-04-01,0,No,Medium
2b84dfe0,2023-05-01,0,No,Medium
2b84dfe0,2023-06-01,0,No,High
2b84dfe0,2023-07-01,0,No,Medium
2b84dfe0,2023-08-01,0,No,Low
2b84dfe0,2023-09-01,0,No,Medium
2b84dfe0,2023-10-01,0,No,Medium
2b84dfe0,2023-11-01,0,No,Medium
2b84dfe0,2023-12-01,0,No,Low
2b84dfe0,2024-01-01,0,No,Medium
2b84dfe0,2024-02-01,0,No,High
2b84dfe0,2024-03-01,0,No,Low
2b84dfe0,2024-04-01,0,No,Low
2b84dfe0,2024-05-01,0,No,Medium
2b84dfe0,2024-06-01,0,No,High
2b84dfe0,2024-07-01,0,No,Medium
2b84dfe0,2024-08-01,0,No,High
2bf63daa,2023-01-01,0,No,Medium
2bf63daa,2023-02-01,0,No,Medium
2bf63daa,2023-03-01,0,No,High
2bf63daa,2023-04-01,0,No,Medium
2bf63daa,2023-05-01,0,No,Medium
2bf63daa,2023-06-01,0,No,Low
2bf63daa,2023-07-01,0,No,Medium
2bf63daa,2023-08-01,0,No,High
2bf63daa,2023-09-01,0,No,Medium
2bf63daa,2023-10-01,0,No,Low
2bf63daa,2023-11-01,0,No,Low
2bf63daa,2023-12-01,0,No,Low
2bf63daa,2024-01-01,0,No,Low
2bf63daa,2024-02-01,0,No,High
2bf63daa,2024-03-01,0,No,Medium
2bf63daa,2024-04-01,0,No,Medium
2bf63daa,2024-05-01,0,No,High
2bf63daa,2024-06-01,0,No,Medium
2bf63daa,2024-07-01,0,No,Low
2bf63daa,2024-08-01,0,No,High
2c435787,2024-06-01,0,No,Low
2c435787,2024-07-01,0,No,High
2c435787,2024-08-01,0,No,Medium
2c95542c,2023-01-01,0,No,Low
2c95542c,2023-02-01,0,No,Low
2c95542c,2023-03-01,0,No,High
2c95542c,2023-04-01,0,No,High
2c95542c,2023-05-01,0,No,Low
2c95542c,2023-06-01,0,No,Medium
2c95542c,2023-07-01,0,No,Medium
2c95542c,2023-08-01,0,No,High
2c95542c,2023-09-01,0,No,Medium
2c95542c,2023-10-01,0,No,Low
2c95542c,2023-11-01,0,No,Medium
2c95542c,2023-12-01,0,No,Low
2c95542c,2024-01-01,0,No,Medium
2c95542c,2024-02-01,0,No,Medium
2c95542c,2024-03-01,0,No,Low
2c95542c,2024-04-01,0,No,Medium
2c95542c,2024-05-01,0,No,Low
2c95542c,2024-06-01,0,No,Low
2c95542c,2024-07-01,0,No,High
2c95542c,2024-08-01,0,No,Low
2cc86dc1,2023-01-01,0,No,Low
2cc86dc1,2023-02-01,0,No,Medium
2cc86dc1,2023-03-01,0,No,High
2cc86dc1,2023-04-01,0,No,High
2cc86dc1,2023-05-01,0,No,High
2cc86dc1,2023-06-01,0,No,Medium
2cc86dc1,2023-07-01,0,No,Low
2cc86dc1,2023-08-01,0,No,High
2cc86dc1,2023-09-01,0,No,Low
2cc86dc1,2023-10-01,0,No,Medium
2cc86dc1,2023-11-01,0,No,High
2cc86dc1,2023-12-01,0,No,High
2cc86dc1,2024-01-01,0,No,Medium
2cc86dc1,2024-02-01,0,No,Medium
2cc86dc1,2024-03-01,0,No,High
2cc86dc1,2024-04-01,0,No,Low
2cc86dc1,2024-05-01,0,No,Medium
2cc86dc1,2024-06-01,0,No,Medium
2cc86dc1,2024-07-01,0,No,High
2cc86dc1,2024-08-01,0,No,Low
2d115488,2024-01-01,0,No,Medium
2d115488,2024-02-01,0,No,Medium
2d115488,2024-03-01,0,No,Medium
2d115488,2024-04-01,0,No,High
2d115488,2024-05-01,0,No,High
2d115488,2024-06-01,0,No,High
2d115488,2024-07-01,0,No,Low
2d115488,2024-08-01,0,No,Low
2d168116,2023-01-01,0,No,Medium
2d168116,2023-02-01,0,No,High
2d168116,2023-03-01,0,No,High
2d168116,2023-04-01,0,No,Low
2d168116,2023-05-01,0,No,Medium
2d168116,2023-06-01,0,No,Low
2d168116,2023-07-01,0,No,High
2d168116,2023-08-01,0,No,Medium
2d168116,2023-09-01,0,No,High
2d168116,2023-10-01,0,No,Low
2d168116,2023-11-01,0,No,Medium
2d168116,2023-12-01,0,No,Medium
2d168116,2024-01-01,0,No,Medium
2d168116,2024-02-01,0,No,Low
2d168116,2024-03-01,0,No,High
2d168116,2024-04-01,0,No,Medium
2d168116,2024-05-01,0,No,Low
2d168116,2024-06-01,0,No,Medium
2d168116,2024-07-01,0,No,Medium
2d168116,2024-08-01,0,No,Medium
2db3122b,2023-07-01,0,No,Medium
2db3122b,2023-08-01,0,No,High
2db3122b,2023-09-01,0,No,Low
2db3122b,2023-10-01,0,No,High
2db3122b,2023-11-01,0,No,Low
2db3122b,2023-12-01,0,No,High
2db3122b,2024-01-01,0,No,High
2db3122b,2024-02-01,0,No,Low
2db3122b,2024-03-01,0,No,Medium
2db3122b,2024-04-01,0,No,Medium
2db3122b,2024-05-01,0,No,Medium
2db3122b,2024-06-01,0,No,Medium
2db3122b,2024-07-01,0,No,High
2db3122b,2024-08-01,0,No,Medium
2ddf7f26,2023-01-01,0,No,Medium
2ddf7f26,2023-02-01,0,No,High
2ddf7f26,2023-03-01,0,No,High
2ddf7f26,2023-04-01,0,No,Medium
2ddf7f26,2023-05-01,0,No,High
2ddf7f26,2023-06-01,0,No,Medium
2ddf7f26,2023-07-01,0,No,High
2ddf7f26,2023-08-01,0,No,Medium
2ddf7f26,2023-09-01,0,No,High
2ddf7f26,2023-10-01,0,No,Low
2ddf7f26,2023-11-01,0,No,High
2ddf7f26,2023-12-01,0,No,Low
2ddf7f26,2024-01-01,0,No,Low
2ddf7f26,2024-02-01,0,No,Low
2ddf7f26,2024-03-01,0,No,Low
2ddf7f26,2024-04-01,0,No,High
2ddf7f26,2024-05-01,0,No,Medium
2ddf7f26,2024-06-01,0,No,Medium
2ddf7f26,2024-07-01,0,No,Medium
2ddf7f26,2024-08-01,0,No,High
2e3d2e76,2023-01-01,0,No,Low
2e3d2e76,2023-02-01,0,No,Medium
2e3d2e76,2023-03-01,0,No,Medium
2e3d2e76,2023-04-01,0,No,Medium
2e3d2e76,2023-05-01,0,No,High
2e3d2e76,2023-06-01,0,No,High
2e3d2e76,2023-07-01,0,No,High
2e3d2e76,2023-08-01,0,No,Low
2e3d2e76,2023-09-01,0,No,High
2e3d2e76,2023-10-01,0,No,Medium
2e3d2e76,2023-11-01,0,No,Low
2e3d2e76,2023-12-01,0,No,High
2e3d2e76,2024-01-01,0,No,Medium
2e3d2e76,2024-02-01,0,No,High
2e3d2e76,2024-03-01,0,No,High
2e3d2e76,2024-04-01,0,No,Low
2e3d2e76,2024-05-01,0,No,Low
2e3d2e76,2024-06-01,0,No,Medium
2e3d2e76,2024-07-01,0,No,Low
2e3d2e76,2024-08-01,0,No,Medium
2ea94d44,2023-01-01,0,No,Low
2ea94d44,2023-02-01,0,No,High
2ea94d44,2023-03-01,0,No,Low
2ea94d44,2023-04-01,0,No,Low
2ea94d44,2023-05-01,0,No,Medium
2ea94d44,2023-06-01,0,No,Medium
2ea94d44,2023-07-01,0,No,High
2ea94d44,2023-08-01,0,No,High
2ea94d44,2023-09-01,0,No,High
2ea94d44,2023-10-01,0,No,Medium
2ea94d44,2023-11-01,0,No,Medium
2ea94d44,2023-12-01,0,No,Medium
2ea94d44,2024-01-01,0,No,Medium
2ea94d44,2024-02-01,0,No,Low
2ea94d44,2024-03-01,0,No,Low
2ea94d44,2024-04-01,0,No,High
2ea94d44,2024-05-01,0,No,Low
2ea94d44,2024-06-01,0,No,High
2ea94d44,2024-07-01,0,No,Medium
2ea94d44,2024-08-01,0,No,Low
2f8f3b33,2023-01-01,0,No,Low
2f8f3b33,2023-02-01,0,No,Medium
2f8f3b33,2023-03-01,0,No,Medium
2f8f3b33,2023-04-01,0,No,Low
2f8f3b33,2023-05-01,0,No,Low
2f8f3b33,2023-06-01,0,No,Medium
2f8f3b33,2023-07-01,0,No,Medium
2f8f3b33,2023-08-01,0,No,High
2f8f3b33,2023-09-01,0,No,Medium
2f8f3b33,2023-10-01,0,No,High
2f8f3b33,2023-11-01,0,No,Medium
2f8f3b33,2023-12-01,0,No,High
2f8f3b33,2024-01-01,0,No,Low
2f8f3b33,2024-02-01,0,No,Medium
2f8f3b33,2024-03-01,0,No,High
2f8f3b33,2024-04-01,0,No,Low
2f8f3b33,2024-05-01,0,No,Low
2f8f3b33,2024-06-01,0,No,Low
2f8f3b33,2024-07-01,0,No,Low
2f8f3b33,2024-08-01,0,No,High
3.55E+05,2023-01-01,0,No,High
3.55E+05,2023-02-01,0,No,Low
3.55E+05,2023-03-01,0,No,High
3.55E+05,2023-04-01,0,No,High
3.55E+05,2023-05-01,0,No,Medium
3.55E+05,2023-06-01,0,No,Medium
3.55E+05,2023-07-01,0,No,High
3.55E+05,2023-08-01,0,No,Low
3.55E+05,2023-09-01,0,No,Low
3.55E+05,2023-10-01,0,No,Low
3.55E+05,2023-11-01,0,No,Medium
3.55E+05,2023-12-01,0,No,Low
3.55E+05,2024-01-01,0,No,High
3.55E+05,2024-02-01,0,No,Medium
3.55E+05,2024-03-01,0,No,Medium
3.55E+05,2024-04-01,0,No,Medium
3.55E+05,2024-05-01,0,No,Low
3.55E+05,2024-06-01,0,No,Low
3.55E+05,2024-07-01,0,No,Low
3.55E+05,2024-08-01,0,No,High
300ddfbc,2023-01-01,0,No,Low
300ddfbc,2023-02-01,0,No,Low
300ddfbc,2023-03-01,0,No,Low
300ddfbc,2023-04-01,0,No,Medium
300ddfbc,2023-05-01,0,No,High
300ddfbc,2023-06-01,0,No,Low
300ddfbc,2023-07-01,0,No,High
300ddfbc,2023-08-01,0,No,Medium
300ddfbc,2023-09-01,0,No,Medium
300ddfbc,2023-10-01,0,No,High
300ddfbc,2023-11-01,0,No,Medium
300ddfbc,2023-12-01,0,No,High
300ddfbc,2024-01-01,0,No,Low
300ddfbc,2024-02-01,0,No,Low
300ddfbc,2024-03-01,0,No,Low
300ddfbc,2024-04-01,0,No,High
300ddfbc,2024-05-01,0,No,Low
300ddfbc,2024-06-01,0,No,High
300ddfbc,2024-07-01,0,No,Low
300ddfbc,2024-08-01,0,No,High
3068a03e,2023-01-01,0,No,Medium
3068a03e,2023-02-01,0,No,High
3068a03e,2023-03-01,0,No,Low
3068a03e,2023-04-01,0,No,Low
3068a03e,2023-05-01,0,No,Medium
3068a03e,2023-06-01,0,No,Low
3068a03e,2023-07-01,0,No,Medium
3068a03e,2023-08-01,0,No,High
3068a03e,2023-09-01,0,No,Low
3068a03e,2023-10-01,0,No,Low
3068a03e,2023-11-01,0,No,Low
3068a03e,2023-12-01,0,No,High
3068a03e,2024-01-01,0,No,High
3068a03e,2024-02-01,0,No,High
3068a03e,2024-03-01,0,No,High
3068a03e,2024-04-01,0,No,High
3068a03e,2024-05-01,0,No,Low
3068a03e,2024-06-01,0,No,Medium
3068a03e,2024-07-01,0,No,Medium
3068a03e,2024-08-01,0,No,Medium
311a7df5,2023-01-01,0,No,Medium
311a7df5,2023-02-01,0,No,Low
311a7df5,2023-03-01,0,No,High
311a7df5,2023-04-01,0,No,Medium
311a7df5,2023-05-01,0,No,Low
311a7df5,2023-06-01,0,No,High
311a7df5,2023-07-01,0,No,Medium
311a7df5,2023-08-01,0,No,Low
311a7df5,2023-09-01,0,No,Medium
311a7df5,2023-10-01,0,No,High
311a7df5,2023-11-01,0,No,Medium
311a7df5,2023-12-01,0,No,High
311a7df5,2024-01-01,0,No,High
311a7df5,2024-02-01,0,No,High
311a7df5,2024-03-01,0,No,Low
311a7df5,2024-04-01,0,No,Medium
311a7df5,2024-05-01,0,No,High
311a7df5,2024-06-01,0,No,Medium
311a7df5,2024-07-01,0,No,Low
311a7df5,2024-08-01,0,No,Medium
3173b081,2023-01-01,0,No,Low
3173b081,2023-02-01,0,No,Medium
3173b081,2023-03-01,0,No,High
3173b081,2023-04-01,0,No,Medium
3173b081,2023-05-01,0,No,High
3173b081,2023-06-01,0,No,High
3173b081,2023-07-01,0,No,Low
3173b081,2023-08-01,0,No,Medium
3173b081,2023-09-01,0,No,Low
3173b081,2023-10-01,0,No,High
3173b081,2023-11-01,0,No,Low
3173b081,2023-12-01,0,No,High
3173b081,2024-01-01,0,No,High
3173b081,2024-02-01,0,No,High
3173b081,2024-03-01,0,No,Low
3173b081,2024-04-01,0,No,High
3173b081,2024-05-01,0,No,Low
3173b081,2024-06-01,0,No,High
3173b081,2024-07-01,0,No,High
3173b081,2024-08-01,0,No,Medium
31e59316,2024-08-01,0,No,High
3219e0f5,2023-09-01,0,No,Medium
3219e0f5,2023-10-01,0,No,High
3219e0f5,2023-11-01,0,No,Medium
3219e0f5,2023-12-01,0,No,Medium
3219e0f5,2024-01-01,0,No,High
3219e0f5,2024-02-01,0,No,Medium
3219e0f5,2024-03-01,0,No,Medium
3219e0f5,2024-04-01,0,No,Low
3219e0f5,2024-05-01,0,No,Low
3219e0f5,2024-06-01,0,No,High
3219e0f5,2024-07-01,0,No,High
3219e0f5,2024-08-01,0,No,Medium
3273914b,2023-01-01,0,No,Medium
3273914b,2023-02-01,0,No,Low
3273914b,2023-03-01,0,No,High
3273914b,2023-04-01,0,No,High
3273914b,2023-05-01,0,No,Low
3273914b,2023-06-01,0,No,Low
3273914b,2023-07-01,0,No,Low
3273914b,2023-08-01,0,No,High
3273914b,2023-09-01,0,No,High
3273914b,2023-10-01,0,No,Low
3273914b,2023-11-01,0,No,Medium
3273914b,2023-12-01,0,No,Low
3273914b,2024-01-01,0,No,Low
3273914b,2024-02-01,0,No,High
3273914b,2024-03-01,0,No,Low
3273914b,2024-04-01,0,No,Low
3273914b,2024-05-01,0,No,High
3273914b,2024-06-01,0,No,High
3273914b,2024-07-01,0,No,Low
3273914b,2024-08-01,0,No,High
32831c50,2023-01-01,0,No,Medium
32831c50,2023-02-01,0,No,Medium
32831c50,2023-03-01,0,No,Low
32831c50,2023-04-01,0,No,High
32831c50,2023-05-01,0,No,High
32831c50,2023-06-01,0,No,Low
32831c50,2023-07-01,0,No,Medium
32831c50,2023-08-01,0,No,Medium
32831c50,2023-09-01,0,No,High
32831c50,2023-10-01,0,No,Medium
32831c50,2023-11-01,0,No,Medium
32831c50,2023-12-01,0,No,High
32831c50,2024-01-01,0,No,Medium
32831c50,2024-02-01,0,No,High
32831c50,2024-03-01,0,No,Low
32831c50,2024-04-01,0,No,High
32831c50,2024-05-01,0,No,High
32831c50,2024-06-01,0,No,Low
32831c50,2024-07-01,0,No,Medium
32831c50,2024-08-01,0,No,Medium
328cab7d,2023-01-01,0,No,Medium
328cab7d,2023-02-01,0,No,Low
328cab7d,2023-03-01,0,No,Medium
328cab7d,2023-04-01,0,No,Medium
328cab7d,2023-05-01,0,No,Low
328cab7d,2023-06-01,0,No,High
328cab7d,2023-07-01,0,No,Low
328cab7d,2023-08-01,0,No,Medium
328cab7d,2023-09-01,0,No,Medium
328cab7d,2023-10-01,0,No,Low
328cab7d,2023-11-01,0,No,High
328cab7d,2023-12-01,0,No,Medium
328cab7d,2024-01-01,0,No,Low
328cab7d,2024-02-01,0,No,Low
328cab7d,2024-03-01,0,No,Medium
328cab7d,2024-04-01,0,No,Medium
328cab7d,2024-05-01,0,No,High
328cab7d,2024-06-01,0,No,Low
328cab7d,2024-07-01,0,No,Medium
328cab7d,2024-08-01,0,No,Medium
328e4201,2023-01-01,0,No,High
328e4201,2023-02-01,0,No,Low
328e4201,2023-03-01,0,No,High
328e4201,2023-04-01,0,No,High
328e4201,2023-05-01,0,No,High
328e4201,2023-06-01,0,No,Low
328e4201,2023-07-01,0,No,Low
328e4201,2023-08-01,0,No,Medium
328e4201,2023-09-01,0,No,High
328e4201,2023-10-01,0,No,High
328e4201,2023-11-01,0,No,Medium
328e4201,2023-12-01,0,No,Medium
328e4201,2024-01-01,0,No,High
328e4201,2024-02-01,0,No,Low
328e4201,2024-03-01,0,No,Medium
328e4201,2024-04-01,0,No,High
328e4201,2024-05-01,0,No,High
328e4201,2024-06-01,0,No,Low
328e4201,2024-07-01,0,No,Low
328e4201,2024-08-01,0,No,Low
3299ea4c,2023-01-01,0,No,Medium
3299ea4c,2023-02-01,0,No,High
3299ea4c,2023-03-01,0,No,Low
3299ea4c,2023-04-01,0,No,Medium
3299ea4c,2023-05-01,0,No,High
3299ea4c,2023-06-01,0,No,Medium
3299ea4c,2023-07-01,0,No,High
3299ea4c,2023-08-01,0,No,Medium
3299ea4c,2023-09-01,0,No,High
3299ea4c,2023-10-01,0,No,High
3299ea4c,2023-11-01,0,No,Medium
3299ea4c,2023-12-01,0,No,High
3299ea4c,2024-01-01,0,No,High
3299ea4c,2024-02-01,0,No,High
3299ea4c,2024-03-01,0,No,High
3299ea4c,2024-04-01,0,No,High
3299ea4c,2024-05-01,0,No,Low
3299ea4c,2024-06-01,0,No,Low
3299ea4c,2024-07-01,0,No,Medium
3299ea4c,2024-08-01,0,No,Low
32cc5ccc,2023-01-01,0,No,High
32cc5ccc,2023-02-01,0,No,Medium
32cc5ccc,2023-03-01,0,No,Medium
32cc5ccc,2023-04-01,0,No,Medium
32cc5ccc,2023-05-01,0,No,Low
32cc5ccc,2023-06-01,0,No,Low
32cc5ccc,2023-07-01,0,No,Low
32cc5ccc,2023-08-01,0,No,Low
32cc5ccc,2023-09-01,0,No,Medium
32cc5ccc,2023-10-01,0,No,High
32cc5ccc,2023-11-01,0,No,Medium
32cc5ccc,2023-12-01,0,No,Medium
32cc5ccc,2024-01-01,0,No,Medium
32cc5ccc,2024-02-01,0,No,Low
32cc5ccc,2024-03-01,0,No,Medium
32cc5ccc,2024-04-01,0,No,Medium
32cc5ccc,2024-05-01,0,No,Low
32cc5ccc,2024-06-01,0,No,Medium
32cc5ccc,2024-07-01,0,No,Medium
32cc5ccc,2024-08-01,0,No,Low
32dca4d5,2024-05-01,0,No,Medium
32dca4d5,2024-06-01,0,No,High
32dca4d5,2024-07-01,0,No,Low
32dca4d5,2024-08-01,0,No,Low
32e1912c,2024-03-01,0,No,Medium
32e1912c,2024-04-01,0,No,High
32e1912c,2024-05-01,0,No,Low
32e1912c,2024-06-01,0,No,Medium
32e1912c,2024-07-01,0,No,Low
32e1912c,2024-08-01,0,No,High
3363b8d9,2024-02-01,0,No,Medium
3363b8d9,2024-03-01,0,No,Medium
3363b8d9,2024-04-01,0,No,High
3363b8d9,2024-05-01,0,No,Medium
3363b8d9,2024-06-01,0,No,Low
3363b8d9,2024-07-01,0,No,Low
3363b8d9,2024-08-01,0,No,Medium
3383fd5c,2023-01-01,0,No,High
3383fd5c,2023-02-01,0,No,Low
3383fd5c,2023-03-01,0,No,Low
3383fd5c,2023-04-01,0,No,High
3383fd5c,2023-05-01,0,No,Medium
3383fd5c,2023-06-01,0,No,Low
3383fd5c,2023-07-01,0,No,Medium
3383fd5c,2023-08-01,0,No,Medium
3383fd5c,2023-09-01,0,No,Medium
3383fd5c,2023-10-01,0,No,High
3383fd5c,2023-11-01,0,No,Medium
3383fd5c,2023-12-01,0,No,High
3383fd5c,2024-01-01,0,No,Low
3383fd5c,2024-02-01,0,No,High
3383fd5c,2024-03-01,0,No,High
3383fd5c,2024-04-01,0,No,Medium
3383fd5c,2024-05-01,0,No,High
3383fd5c,2024-06-01,0,No,Medium
3383fd5c,2024-07-01,0,No,Medium
3383fd5c,2024-08-01,0,No,Medium
3417b25d,2023-01-01,0,No,Medium
3417b25d,2023-02-01,0,No,High
3417b25d,2023-03-01,0,No,High
3417b25d,2023-04-01,0,No,Low
3417b25d,2023-05-01,0,No,Low
3417b25d,2023-06-01,0,No,Low
3417b25d,2023-07-01,0,No,Medium
3417b25d,2023-08-01,0,No,High
3417b25d,2023-09-01,0,No,High
3417b25d,2023-10-01,0,No,Low
3417b25d,2023-11-01,0,No,Low
3417b25d,2023-12-01,0,No,Low
3417b25d,2024-01-01,0,No,High
3417b25d,2024-02-01,0,No,Medium
3417b25d,2024-03-01,0,No,Medium
3417b25d,2024-04-01,0,No,Low
3417b25d,2024-05-01,0,No,Low
3417b25d,2024-06-01,0,No,Low
3417b25d,2024-07-01,0,No,Medium
3417b25d,2024-08-01,0,No,Medium
3417ed0a,2023-01-01,0,No,High
3417ed0a,2023-02-01,0,No,High
3417ed0a,2023-03-01,0,No,Medium
3417ed0a,2023-04-01,0,No,High
3417ed0a,2023-05-01,0,No,High
3417ed0a,2023-06-01,0,No,Low
3417ed0a,2023-07-01,0,No,Medium
3417ed0a,2023-08-01,0,No,Low
3417ed0a,2023-09-01,0,No,Medium
3417ed0a,2023-10-01,0,No,Low
3417ed0a,2023-11-01,0,No,High
3417ed0a,2023-12-01,0,No,High
